"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","Update a specific claim for a farmer Copy","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Claim","Secure","",""
"","26","Get Insurance - For Single Farmer","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Insurance","Secure","",""
"","205","Get Market - All","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Market","Secure","",""
"","26","Delete a specific insurance record Copy","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Insurance","Secure","",""
"","25","Delete all claim records","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Claim","Secure","",""
"","30","Admin Login - Long Password","All Endponts for QA","Wed Jul 23 13:08:13 UTC 2025","failed","Wed Jul 23 13:08:13 UTC 2025","","Admin","",""
"","32","Admin Login - No ID Password","All Endponts for QA","Wed Jul 23 13:08:13 UTC 2025","failed","Wed Jul 23 13:08:13 UTC 2025","","Admin","",""
"","35","Bulk register farmers","All Endponts for QA","Wed Jul 23 13:08:14 UTC 2025","passed","Wed Jul 23 13:08:14 UTC 2025","","Farmer","",""
"","25","Delete claim records for a specific farmer","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Claim","Secure","",""
"","438","SUPER_ADMIN - Admin Login","All Endponts for QA","Wed Jul 23 13:08:12 UTC 2025","failed","Wed Jul 23 13:08:12 UTC 2025","LOGIN ADMIN TYPES","Admin","",""
"","25","Delete all insurance records Copy","All Endponts for QA","Wed Jul 23 13:08:15 UTC 2025","passed","Wed Jul 23 13:08:15 UTC 2025","Insurance","Secure","",""
"","127","Admin Login - Successful","All Endponts for QA","Wed Jul 23 13:08:13 UTC 2025","failed","Wed Jul 23 13:08:13 UTC 2025","","Admin","",""
"","34","Create Admin - Successful","All Endponts for QA","Wed Jul 23 13:08:13 UTC 2025","failed","Wed Jul 23 13:08:13 UTC 2025","","Admin","",""
"","26","Delete all market records","All Endponts for QA","Wed Jul 23 13:08:16 UTC 2025","passed","Wed Jul 23 13:08:16 UTC 2025","Market","Secure","",""
"","26","Delete all farmers","All Endponts for QA","Wed Jul 23 13:08:14 UTC 2025","passed","Wed Jul 23 13:08:14 UTC 2025","","Farmer","",""
