"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","409","Get Claims - All","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Claim","Secure","",""
"","47","Delete all farmers","All Endponts for QA","Wed Jul 23 13:07:31 UTC 2025","passed","Wed Jul 23 13:07:31 UTC 2025","","Farmer","",""
"","52","Admin Login - No ID Password","All Endponts for QA","Wed Jul 23 13:07:28 UTC 2025","failed","Wed Jul 23 13:07:28 UTC 2025","","Admin","",""
"","46","Delete all insurance records Copy","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Insurance","Secure","",""
"","47","Delete all claim records","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:33 UTC 2025","Claim","Secure","",""
"","412","Get Insurance - All","All Endponts for QA","Wed Jul 23 13:07:31 UTC 2025","passed","Wed Jul 23 13:07:31 UTC 2025","Insurance","Secure","",""
"","1488","SUPER_ADMIN - Admin Login","All Endponts for QA","Wed Jul 23 13:07:26 UTC 2025","failed","Wed Jul 23 13:07:28 UTC 2025","LOGIN ADMIN TYPES","Admin","",""
"","45","Delete all market records","All Endponts for QA","Wed Jul 23 13:07:33 UTC 2025","passed","Wed Jul 23 13:07:33 UTC 2025","Market","Secure","",""
"","144","Admin Login - Successful","All Endponts for QA","Wed Jul 23 13:07:29 UTC 2025","failed","Wed Jul 23 13:07:29 UTC 2025","","Admin","",""
"","408","Get Market - All","All Endponts for QA","Wed Jul 23 13:07:33 UTC 2025","passed","Wed Jul 23 13:07:33 UTC 2025","Market","Secure","",""
"","138","Get Claim - For Single Farmer","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Claim","Secure","",""
"","53","Create Admin - Invalid email","All Endponts for QA","Wed Jul 23 13:07:29 UTC 2025","failed","Wed Jul 23 13:07:29 UTC 2025","","Admin","",""
"","47","Delete a specific claim record","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Claim","Secure","",""
"","47","Update a specific Insurance for a farmer","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Insurance","Secure","",""
"","46","Create  Claim","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Claim","Secure","",""
"","47","Delete a specific market record","All Endponts for QA","Wed Jul 23 13:07:33 UTC 2025","passed","Wed Jul 23 13:07:33 UTC 2025","Market","Secure","",""
"","54","Create Admin - Successful","All Endponts for QA","Wed Jul 23 13:07:29 UTC 2025","failed","Wed Jul 23 13:07:29 UTC 2025","","Admin","",""
"","228","Get Farmer by YEMERT ID","All Endponts for QA","Wed Jul 23 13:07:30 UTC 2025","passed","Wed Jul 23 13:07:31 UTC 2025","","Farmer","",""
"","45","Delete insurance records for a specific farmer Copy","All Endponts for QA","Wed Jul 23 13:07:32 UTC 2025","passed","Wed Jul 23 13:07:32 UTC 2025","Insurance","Secure","",""
"","407","Get All Farmers - With pagination","All Endponts for QA","Wed Jul 23 13:07:30 UTC 2025","passed","Wed Jul 23 13:07:30 UTC 2025","","Farmer","",""
"","49","Update a specific market for a farmer Copy","All Endponts for QA","Wed Jul 23 13:07:33 UTC 2025","passed","Wed Jul 23 13:07:33 UTC 2025","Market","Secure","",""
